id,number,description,creation_date,file,created_at,reference,admin_id,coordinates,expires_at,limit,status
,46,BAIRRO PRENDA RUA PROJECTADA,13/05/2025,,,MAIANGA-N046-2025-PT36,2,,,1,livre
,46,BAIRRO PRENDA RUA ENGª. FRANCISCO SANDE LEMOS,13/05/2025,,,MAIANGA-N046-2025-PT37,2,,,1,livre
,46,BAIRRO PRENDA RUA PROJECTADA,13/05/2025,,,MAIANGA-N046-2025-PT38,2,,,1,livre
,46,"BAIRRO CATAMBOR RUA REVOLUÇÃO DE OUTOBRO, PÓXIMO A RECACHUTAGEM",13/05/2025,,,MAIANGA-N046-2025-PT4,2,,,1,livre
,46,"BAIRRO PRENDA,  RUA DOS FUNANTES LOTE 22",13/05/2025,,,MAIANGA-N046-2025-PT5,2,,,1,livre
,46,"BAIRRO PRENDA, RUA 8ª ESQUADRA",13/05/2025,,,MAIANGA-N046-2025-PT6,2,,,1,livre
,46,"BAIRRO PRENDA, RUA PROJECTADA",13/05/2025,,,MAIANGA-N046-2025-PT7,2,,,1,livre
,46,BAIRRO PRENDA RUA DO LABORATÓRIO DE ENGENHARIA DE ANGOLA,13/05/2025,,,MAIANGA-N046-2025-PT8,2,,,1,livre
,46,"BAIRRO PRENDA  RUA COMANDANTE ARGUELLES, JUNTO A PEDONAL",13/05/2025,,,MAIANGA-N046-2025-PT9,2,,,1,livre
,66,"BAIRRO NEVES BENDINHA, RUA DE CIDADE ONGIVA",21/05/2025,,,MAIANGA-N066-2025-PT1,2,,,1,livre
,66,BAIRRO NEVES BENDINHA RUA CALUMBANO,21/05/2025,,,MAIANGA-N066-2025-PT10,2,,,1,livre
,66,BAIRROM NEVES BENDINHA RUA DE SERPA,21/05/2025,,,MAIANGA-N066-2025-PT11,2,,,1,livre
,66,BAIRRO NEVES BENDINHA RUA DE CALUMBANO,21/05/2025,,,MAIANGA-N066-2025-PT12,2,,,1,livre
,66,BAIRRO NEVES BENDINHA RUA DA VIOLETA,21/05/2025,,,MAIANGA-N0662025-PT13,2,,,1,livre
,66,BAIRRO NEVES BENDINHA RUA DA CIDADE DE BEJA,21/05/2025,,,MAIANGA-N066-2025-PT14,2,,,1,livre
,66,BAIRRO NEVES BENDINHA RUA DE CALUMBANO,21/05/2025,,,MAIANGA-N066-2025-PT15,2,,,1,livre
,66,"BAIRRO NEVES BENDINHA, RUA JOSEFA OBIDOS",21/05/2025,,,MAIANGA-N066-2025-PT2,2,,,1,livre
,66,BAIRRO NEVES BENDINHA RUA DE GABELA,21/05/2025,,,MAIANGA-N066-2025-PT3,2,,,1,livre
,66,BAIRRO NEVES BENDINHA  DOCTOR CARLOS COIMBRA,21/05/2025,,,MAIANGA-N066-2025-PT4,2,,,1,livre
,66,BAIRRO NEVES BENDINHA RUA MACHADO SARDANHA,21/05/2025,,,MAIANGA-N066-2025-PT5,2,,,1,livre
,66,BAIRRO NEVES BENDINHA RUA DE ALMADA RIBEIRO,21/05/2025,,,MAIANGA-N066-2025-PT6,2,,,1,livre
,66,BAIRRO NEVES BENDINHA RUA ALVARO CANELAS,21/05/2025,,,MAIANGA-N066-2025-PT7,2,,,1,livre
,66,BAIRRO NEVES BENDINHA RUA DO ANDULO,21/05/2025,,,MAIANGA-N066-2025-PT8,2,,,1,livre
,66,BAIRRO NEVES BENDINHA RUA DA SERPA,21/05/2025,,,MAIANGA-N066-2025-PT9,2,,,1,livre
,10,BAIRRO POPULAR DE AMBRIZ ENTRADA DO BANCO SOL,26/03/2025,,,MAIANGA-N10-2025-PT1,2,,,1,livre
,10,BAIRRO POPULAR RUA DA MAVINGA,26/03/2025,,,MAIANGA-N10-2025-PT10,2,,,1,livre
,10,BAIRRO POPULAR RUAB DO AMBRIZ PRÓXIMO AO PARQUE INFANTIL,26/03/2025,,,MAIANGA-N10-2025-PT2,2,,,1,livre
,10,RUA DIREITA MACHADO SALDANHA,26/03/2025,,,MAIANGA-N10-2025-PT3,2,,,1,livre
,10,BAIRRO POPULAR,26/03/2025,,,MAIANGA-N10-2025-PT4,2,,,1,livre
,10,BAIRRO POPULAR PRÓXIMO AS BOMBAS POPULAR,26/03/2025,,,MAIANGA-N10-2025-PT5,2,,,1,livre
,10,BAIRRO POPULAR RUA DA MAVINGA,26/03/2025,,,MAIANGA-N10-2025-PT6,2,,,1,livre
,10,BAIRRO POPULAR RUA DA MAVINGA,26/03/2025,,,MAIANGA-N10-2025-PT7,2,,,1,livre
,10,BAIRRO POPULAR RUA DA PADARIA,26/03/2025,,,MAIANGA-N10-2025-PT8,2,,,1,livre
,10,BAIRRO POPULAR RUA DA MESQUITA,26/03/2025,,,MAIANGA-N10-2025-PT9,2,,,1,livre
,73,AVENIDA DEOLINDA RODRIGUES,31/12/2024,,,MAIANGA-N73-2024-PT1,2,,,1,livre
,73,MACHADO SALDANHA,31/12/2024,,,MAIANGA-N73-2024-PT2,2,,,1,livre
,73,OLIMPIO MAQUERIA,31/02/2024,,,MAIANGA-N73-2024-PT3,2,,,1,livre
,73,BAIRRO SARMENTO RODRIGUES,31/12/2024,,,MAIANGA-N73-2024-PT4,2,,,1,livre
,73,MADAME BERGMAN,31/12/2024,,,MAIANGA-N73-2024-PT5,2,,,1,livre
,9,CASSENDA RUA DO HOTEL JINDUNGO,26/03/2025,,,MAIANGA-N9-2025-PT1,2,,,1,livre
,9,"PRENDA, PRAÇA DO NUNES",26/03/2025,,,MAIANGA-N9-2025-PT10,2,,,1,livre
,9,ROCHA PINTO RUA DO INTER,26/03/2025,,,MAIANGA-N9-2025-PT11,2,,,1,livre
,9,PRENDA ÁREA DO BANGA SUMO,26/03/2025,,,MAIANGA-N9-2025-PT12,2,,,1,livre
,9,"CATAMBOR, PRÓXIMO AO ARREIOU",26/03/2025,,,MAIANGA-N9-2025-PT13,2,,,1,livre
,9,CATAMBOR. ENTRADA DA TRADING CONSTROI,26/03/2025,,,MAIANGA-N9-2025-PT14,2,,,1,livre
,9,"MAIANGA, PRÓXIMO AO SUPERMERCADO MARTAL",26/03/2025,,,MAIANGA-N9-2025-PT15,2,,,1,livre
,9,BAIRRO POULAR RUA DA MAVINGA,26/03/2025,,,MAIANGA-N9-2025-PT16,2,,,1,livre
,9,CASSENDA RUA 9,26/03/2025,,,MAIANGA-N9-2025-PT17,2,,,1,livre
,9,CASSENDA JUNTO AO KFC,26/03/2025,,,MAIANGA-N9-2025-PT18,2,,,1,livre
,9,CASSENDA RUA 9,26/03/2025,,,MAIANGA-N9-2025-PT19,2,,,1,livre
,9,CASSENDA JUNTO AO BPC DA FAPA,26/03/2025,,,MAIANGA-N9-2025-PT2,2,,,1,livre
,9,CASSENDA RUA 13,26/03/2025,,,MAIANGA-N9-2025-PT20,2,,,1,livre
,9,CASSENDA JUNTO AO ARREIOU DO AEROPORTO,26/03/2025,,,MAIANGA-N9-2025-PT21,2,,,1,livre
,9,CASSENDA JUNTO AO BANCO MILLENIUM ATLANTICO,26/03/2025,,,MAIANGA-N9-2025-PT22,2,,,1,livre
,9,CASSENDA JUNTO AO HOTEL JINDUNDO,26/03/2025,,,MAIANGA-N9-2025-PT23,2,,,1,livre
,9,CASSENDA RUA 22,26/03/2025,,,MAIANGA-N9-2025-PT24,2,,,1,livre
,9,PRENDA JUNTO AO LOTE 9,26/03/2025,,,MAIANGA-N9-2025-PT25,2,,,1,livre
,9,"ZAMBA II, PARAGEM DOS TAXI",26/03/2025,,,MAIANGA-N9-2025-PT26,2,,,1,livre
,9,VIA DO SERVIÇO DA SAMBA,26/03/2025,,,MAIANGA-N9-2025-PT27,2,,,1,livre
,9,CASSENDA JUNTO AO PARQUE DO FELÍCIO,26/03/2025,,,MAIANGA-N9-2025-PT28,2,,,1,livre
,9,ROCHA JUNTO AO PREDIO CAFÉ,26/03/2025,,,MAIANGA-N9-2025-PT29,2,,,1,livre
,9,MAIANGA JUNTO AO PAZAVES,26/03/2025,,,MAIANGA-N9-2025-PT3,2,,,1,livre
,9,RUA DA SAMBA JUNTO AGENCIA DE VIAGEM 4US,26/03/2025,,,MAIANGA-N9-2025-PT30,2,,,1,livre
,9,RUA 21 DE JANEIRO JUNTO A PEDONAL DA MOAGEM,26/03/2025,,,MAIANGA-N9-2025-PT31,2,,,1,livre
,9,RUA 21 DE JANEIRO JUNTO A PEDONAL DO CABIDE,26/03/2025,,,MAIANGA-N9-2025-PT32,2,,,1,livre
,9,RUA 21 DE JANEIRO JUNTO A PARAGEM  DO TRIANGULO,26/03/2025,,,MAIANGA-N9-2025-PT33,2,,,1,livre
,9,CASSENDA SAGRADA ESPERANÇA - EDF.MULT CORES,26/03/2025,,,MAIANGA-N9-2025-PT34,2,,,1,livre
,9,RUA DA FAPA JUNTO A PARAGEM DO DIVORCÍO,26/03/2025,,,MAIANGA-N9-2025-PT35,2,,,1,livre
,9,MARTIRES RUA 15,26/03/2025,,,MAIANGA-N9-2025-PT36,2,,,1,livre
,9,MARTIRES RUA 9,26/03/2025,,,MAIANGA-N9-2025-PT37,2,,,1,livre
,9,CASSENDA JUNTO AO ELEPHATE,26/03/2025,,,MAIANGA-N9-2025-PT38,2,,,1,livre
,9,SAMBA JUNTO FRESMART,26/03/2025,,,MAIANGA-N9-2025-PT4,2,,,1,livre
,9,SAMBA ANTIGO CONTROL,26/03/2025,,,MAIANGA-N9-2025-PT5,2,,,1,livre
,9,JUNTO JUNTO A MARTAL,26/03/2025,,,MAIANGA-N9-2025-PT6,2,,,1,livre
,9,MAIANGA RUA DO CODEMO,26/03/2025,,,MAIANGA-N9-2025-PT7,2,,,1,livre
,9,HOTEL ALVALADE,26/03/2025,,,MAIANGA-N9-2025-PT8,2,,,1,livre
,9,"PRENDA, ANGOXULO",26/03/2025,,,MAIANGA-N9-2025-PT9,2,,,1,livre
,8,ENTRADA DA PRAÇA DO NGOMA,1/4/2025,,,MUELENVOS-N001-25-PT8,40,,,1,livre
,9,CAPALANCA PARAGEM DOS MOTOQUEIROS CAOP C.,1/4/2025,,,MUELENVOS-N001-25-PT9,40,,,1,livre
,7,CAPALANCA RUA DO COLÉGIO ANTÓNIO CUNHA.,1/4/2025,,,MUELNVOS-N001-25-PT7,40,,,1,livre
,1,CAPALANCA - ENTRADA DA VILA NOVA,1/4/2025,,,MULENVOS-N001-25-PT1,40,,,1,livre
,10,CAPALANCA APÓS A PARAGEM DAS MULHERES.,1/4/2025,,,MULENVOS-N001-25-PT10,40,,,1,livre
,11,CAOP -  ENTRADA DA SGT,1/4/2025,,,MULENVOS-N001-25-PT11,40,,,1,livre
,12,PRAÇA DO PARQUE DE BOMBO,1/4/2025,,,MULENVOS-N001-25-PT12,40,,,1,livre
,13,NA ENTRADA DA SONAGALP,1/4/2025,,,MULENVOS-N001-25-PT13,40,,,1,livre
,14,NA ENTRADA DA PONTE AMARELA,1/4/2025,,,MULENVOS-N001-25-PT14,40,,,1,livre
,15,ENTRADA DO MERCADO BONZELA,1/4/2025,,,MULENVOS-N001-25-PT15,40,,,1,livre
,2,CAPALANCA - ENTRADA DO PIAGET NA PEDONAL.,1/4/2025,,,MULENVOS-N001-25-PT2,40,,,1,livre
,3,PARAGEM DOS  2 CAJUEIROS.,1/4/2025,,,MULENVOS-N001-25-PT3,40,,,1,livre
,4,ENTRADA DA PONTE PARTIDA PRÓXIMO A ESQUADRA MOVEL.,1/4/2025,,,MULENVOS-N001-25-PT4,40,,,1,livre
,5,NA ENTRADA DA GUARDA PASSAGEM FRENTE   ANGO -MART.,1/4/2025,,,MULENVOS-N001-25-PT5,40,,,1,livre
,6,NO PONTO DA CAOP EMBONDEIRO.,1/4/2025,,,MULENVOS-N001-25-PT6,40,,,1,livre
,88,"BAIRRO TERRA NOVA, AVENIDA DEOLINDA RODRIGUES.",25/06/2025,,,RANGEL-N88-2025-PT1,3,,,1,livre
,89,"BAIRRO TERRA NOVA,RUA HENRIQUE GAGO DA GRAÇA.",25/06/2025,,,RANGEL-N89-2025-PT2,3,,,1,livre
,90,"BAIRRO NELITO SOARES, RUA DO FUNDÃO.",25/06/2025,,,RANGEL-N90-2025-PT3,3,,,1,livre
,91,"BAIRRO TERRA NOVA, AVENIDA HOJI-YA-HENDA.",25/06/2025,,,RANGEL-N91-2025-PT4,3,,,1,livre
,92,"BAIRRO RANGEL, AVENIDA HOJI-YA-HENDA",25/06/2025,,,RANGEL-N92-2025-PT5,3,,,1,livre
,93,"BAIRRO RANGEL, AVENIDA HOJI-YA-HENDA",25/06/2025,,,RANGEL-N93-2025-PT6,3,,,1,livre
,94,"BAIRRO RANGEL, RUA 8 DE NOVEMBRRO.",25/06/2025,,,RANGEL-N94-2025-PT7,3,,,1,livre
,95,"BAIRRO RANGEL, RUA DA VAIDADE.",25/06/2025,,,RANGEL-N95-2025-PT8,3,,,1,livre
,96,"BAIRRO PRECOL, RUA ADELINO QUINTINO",25/06/2025,,,RANGEL-N96-2025-PT9,3,,,1,livre
,97,"BAIRRO RANGEL, RUA DO PARANÁ",25/06/2025,,,RANGEL-N97-2025-PT10,3,,,1,livre
,98,"BAIRRO PRECOL, RUA COMANDANTE CANTIGA",25/06/2025,,,RANGEL-N98-2025-PT11,3,,,1,livre
,99,"BAIRRO PRECOL, RUA DO TUNGA NGOL.",25/06/2025,,,RANGEL-N99-2025-PT12,3,,,1,livre
,54,12 JULHO PARAGEM DOS MOTOQUEIROS.,10/6/2025,,,SAMBIZANGA-N54-2025-PT1,4,,,1,livre
,54,LUEJI ANKONDA 2,10/6/2025,,,SAMBIZANGA-N54-2025-PT10,4,,,1,livre
,54,12 DE JULHO DEPOIS DA ENTRADA DA RUA DO CAMPONÊS.,10/6/2025,,,SAMBIZANGA-N54-2025-PT2,4,,,1,livre
,54,12 JULHO ANTES DO CENTRO DE SAÚDE.,10/6/2025,,,SAMBIZANGA-N54-2025-PT3,4,,,1,livre
,54,12 DE JULHO PLACA DOS MOTOQUEIROS MARIO SANTIAGO.,10/6/2025,,,SAMBIZANGA-N54-2025-PT4,4,,,1,livre
,54,LUEJI ANKONDA DEFRONTE A PARAGEM DE TAXI PARA ILHA.,10/6/2025,,,SAMBIZANGA-N54-2025-PT5,4,,,1,livre
,54,LUEJI ANKONDA 1,10/6/2025,,,SAMBIZANGA-N54-2025-PT6,4,,,1,livre
,54,LUEJI NKONDA COMITÊ DO MPLA.,10/6/2025,,,SAMBIZANGA-N54-2025-PT7,4,,,1,livre
,54,LUEJI ANKONDA DEFRONTE A LOJA DE FRUTAS.,10/6/2025,,,SAMBIZANGA-N54-2025-PT8,4,,,1,livre
,54,LUEJI ANKONDA DEFRONTE AO ARREIOU 2.,10/6/2025,,,SAMBIZANGA-N54-2025-PT9,4,,,1,livre
,55,12 JULHO POUPA LÁ.,10/6/2025,,,SAMBIZANGA-N55-2025-PT21,4,,,1,livre
,55,PARAGEM DA RADIO ECLÉSIA.,10/6/2025,,,SAMBIZANGA-N55-2025-PT22,4,,,1,livre
,55,ENTRADA DA RUA DO MERCADO DO POMBINHO.,10/6/2025,,,SAMBIZANGA-N55-2025-PT23,4,,,1,livre
,55,DEPOIS DA ESQUADRA DA 9,10/6/2025,,,SAMBIZANGA-N55-2025-PT24,4,,,1,livre
,55,DIMUKA MERCADO.,10/6/2025,,,SAMBIZANGA-N55-2025-PT25,4,,,1,livre
,55,LUEJI ANKONDA ANTES DAS BOMBAS DA SONANGOL,10/6/2025,,,SAMBIZANGA-N55-2025-PT26,4,,,1,livre
,55,RUA NGOLA KILUAJI LINHA FERREA.,10/6/2025,,,SAMBIZANGA-N55-2025-PT27,4,,,1,livre
,55,RUA NGOLA KILUAJI PARQUE HOTEL.,10/6/2025,,,SAMBIZANGA-N55-2025-PT28,4,,,1,livre
,55,RUA NGOLA KILUAJI ANGO MART,10/6/2025,,,SAMBIZANGA-N55-2025-PT29,4,,,1,livre
,55,ENTRADA DA RUA DO FERRO QUENTE.,10/6/2025,,,SAMBIZANGA-N55-2025-PT30,4,,,1,livre
,55,ALAMEDA MANUEL VAN -DUNÉM DE FRONTE A OPARAGEM DA ENDE.,10/6/2025,,,SAMBIZANGA-N55-2025-PT31,4,,,1,livre
,55,ALAMEDA MANUEL VAN -DUNÉM Avª COMANDANTE VALÓDIA.,10/6/2025,,,SAMBIZANGA-N55-2025-PT32,4,,,1,livre
,55,DEFRONTE A ESCOLA 147.,10/6/2025,,,SAMBIZANGA-N55-2025-PT33,4,,,1,livre
,55,Avª COMANDANTE VALÓDIA ENTRADA DA RUA SEBASTIÂO DESTAV VEZ.,10/6/2025,,,SAMBIZANGA-N55-2025-PT34,4,,,1,livre
,55,SÃO PAULO ENTRADA DA RUA GIL LIBERDADE.,10/6/2025,,,SAMBIZANGA-N55-2025-PT35,4,,,1,livre
,56,12 JULHO DEFRONTE OS ATM.,10/6/2025,,,SAMBIZANGA-N56-2025-PT11,4,,,1,livre
,56,SÃO PAULO ANGO REAL.,10/6/2025,,,SAMBIZANGA-N56-2025-PT12,4,,,1,livre
,56,VALÓDIA DEFRONTE AO PRÉDIO DA COMUNICAÇÃO SOCIAL.,10/6/2025,,,SAMBIZANGA-N56-2025-PT13,4,,,1,livre
,56,LUEJI ANKONDA JUNTO OS BOMBEIROS.,10/6/2025,,,SAMBIZANGA-N56-2025-PT14,4,,,1,livre
,56,LUEJI ANKONDA 3 SENTIDO O.M.A.,10/6/2025,,,SAMBIZANGA-N56-2025-PT15,4,,,1,livre
,56,SOBA MANDUME JUNTO AO PREDIO DO LIVRO.,10/6/2025,,,SAMBIZANGA-N56-2025-PT16,4,,,1,livre
,56,SÃO PAULO PARAGEM 1.,10/6/2025,,,SAMBIZANGA-N56-2025-PT17,4,,,1,livre
,56,RUA CENTRO CULTURAL DR. ANTÓNIO AGOSTINHO NETO.,10/6/2025,,,SAMBIZANGA-N56-2025-PT18,4,,,1,livre
,56,BAIRRO OPERÁRIO PARAGEM DOS MOTOQUEIROS.,10/6/2025,,,SAMBIZANGA-N56-2025-PT19,4,,,1,livre
,56,"12 JULHO PLACA 13,",10/6/2025,,,SAMBIZANGA-N56-2025-PT20,4,,,1,livre
,5,"BAIRRO BEM VINDO,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT1,41,,,1,livre
,5,"BAIRRO CABOLOMBO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT10,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT100,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT101,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT102,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT103,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT104,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT105,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT106,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT107,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT108,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT109,41,,,1,livre
,5,"BAIRRO CABOLOMBO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT11,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT110,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT111,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT112,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT113,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT114,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT115,41,,,1,livre
,5,"BAIRRO TALATONA, MUNICIPIO DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT116,41,,,1,livre
,5,POR VERIFICAR,22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT117,41,,,1,livre
,5,POR VERIFICAR,22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT118,41,,,1,livre
,5,POR VERIFICAR,22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT119,41,,,1,livre
,5,"BAIRRO CABOLOMBO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT12,41,,,1,livre
,5,POR VERIFICAR,22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT120,41,,,1,livre
,5,"BAIRRO HONGA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT13,41,,,1,livre
,5,"BAIRRO CABOLOMBO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT14,41,,,1,livre
,5,"BAIRRO CABOLOMBO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT15,41,,,1,livre
,5,"BAIRRO CABOLOMBO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT16,41,,,1,livre
,5,"BAIRRO CABOLOMBO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT17,41,,,1,livre
,5,"TALATONA CASCO, URBANO",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT18,41,,,1,livre
,5,"BAIRRO PARTIDO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT19,41,,,1,livre
,5,"BAIRRO BEM VINDO,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT2,41,,,1,livre
,5,"BAIRRO PARTIDO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT20,41,,,1,livre
,5,"BAIRRO PARTIDO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT21,41,,,1,livre
,5,"BAIRRO CABOLOMBO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT22,41,,,1,livre
,5,"BAIRRO 10 DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT23,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT24,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT25,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT26,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT27,41,,,1,livre
,5,"BAIRRO CABOLOMBO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT28,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT29,41,,,1,livre
,5,"BAIRRO PATRIOTA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT3,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT30,41,,,1,livre
,5,"BAIRRO PATRIOTA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT31,41,,,1,livre
,5,"BAIRRO BENVINDO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT32,41,,,1,livre
,5,"BAIRRO BENVINDO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT33,41,,,1,livre
,5,"BAIRRO BENVINDO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT34,41,,,1,livre
,5,"BAIRRO BENVINDO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT35,41,,,1,livre
,5,"BAIRRO HONGA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT36,41,,,1,livre
,5,"BAIRRO HONGA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT37,41,,,1,livre
,5,"BAIRRO HONGA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT38,41,,,1,livre
,5,"BAIRRO HONGA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT39,41,,,1,livre
,5,"BAIRRO HONGA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT4,41,,,1,livre
,5,"BAIRRO HONGA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT40,41,,,1,livre
,5,"BAIRRO CABOLOMBO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT41,41,,,1,livre
,5,"BAIRRO TALATONA II, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT42,41,,,1,livre
,5,"BAIRRO TALATONA II, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT43,41,,,1,livre
,5,"BAIRRO TALATONA II, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT44,41,,,1,livre
,5,"BAIRRO TALATONA II, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT45,41,,,1,livre
,5,"BAIRRO TALATONA II, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT46,41,,,1,livre
,5,"BAIRRO TALATONA II, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT47,41,,,1,livre
,5,"TALATONA CASCO URBANO, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT48,41,,,1,livre
,5,BAIRRO COMUNA DO MUNICÍPIO DE TALATONA,22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT49,41,,,1,livre
